Folder	Image_Path	CLIP_Score
Turn_0	FUN_INTER_CHS0_CHK0_060_043_86bb9e_positive_0.png	0.2828
Turn_0	OFF_INTER_LPP0_WWO0_058_037_527322_negative_0.png	0.2301
Turn_0	FOO_INTRA_PNT1_PNT2_132_111_2102c8_positive_2.png	0.2378
Turn_0	OTR_INTRA_STO1_STO2_012_012_df90b7_positive_1.png	0.2663
Turn_0	HOU_INTRA_BOT1_BOT2_080_050_86b9fa_positive_0.png	0.2747
Turn_0	OFF_INTER_STN0_CRS0_053_028_051504_negative_1.png	0.2578
Turn_0	OTR_INTRA_BOL1_BOL2_050_075_c74453_negative_1.png	0.2757
Turn_0	FUN_INTER_CHS0_PKC0_052_096_fa1aea_positive_0.png	0.2176
Turn_0	OTR_INTER_IKE0_PEG0_025_035_39f81c_negative_2.png	0.2875
Turn_0	FOO_INTER_BEA2_PEP1_076_067_708514_negative_1.png	0.1924
Turn_0	FOO_INTRA_SED1_SED2_214_190_042c4a_positive_2.png	0.2244
Turn_0	OTR_INTER_WAS0_NUT0_074_042_af4f78_positive_2.png	0.2282
Turn_0	OFF_INTRA_PPN1_PPN2_022_037_b9a62e_negative_1.png	0.2353
Turn_0	FUN_INTRA_CHK1_CHK2_035_045_afc138_positive_1.png	0.2553
Turn_0	OFF_INTRA_PPC1_PPC2_437_563_b535d4_positive_1.png	0.2211
Turn_0	OFF_INTRA_STN1_STN2_036_035_1b23db_negative_1.png	0.2758
Turn_0	OTR_INTRA_PEG1_PEG2_155_145_bed3a1_negative_0.png	0.2993
Turn_0	OFF_INTRA_PPN1_PPN2_061_080_122627_positive_2.png	0.2148
Turn_0	OFF_INTER_CRS0_RUB0_269_169_228eec_negative_2.png	0.2202
Turn_0	HOU_INTER_BAT0_HCP0_037_039_a631ab_positive_0.png	0.2449
Turn_0	FOO_INTRA_CFC1_CFC2_058_063_4e279b_positive_0.png	0.2291
Turn_0	OTR_INTRA_WAS1_WAS2_080_080_854d26_negative_0.png	0.2426
Turn_0	FOO_INTRA_CFC1_CFC2_048_046_95de57_negative_0.png	0.2315
Turn_0	OFF_INTER_LPP0_WWO0_027_018_a5261f_negative_0.png	0.1937
Turn_0	OFF_INTER_SFP0_LPP0_045_030_373357_negative_2.png	0.2111
Turn_0	FOO_INTER_GAR0_PNT1_041_064_2e8cca_negative_1.png	0.2296
Turn_0	OFF_INTER_PPC0_PEN0_052_019_9a5861_negative_2.png	0.2699
Turn_0	OFF_INTER_RUB0_PPC0_236_128_4ba8f7_negative_1.png	0.2217
Turn_0	FOO_INTER_TOM0_CHI0_039_046_c1dd38_positive_1.png	0.2642
Turn_0	HOU_INTRA_TPK1_TPK2_088_075_3302ce_positive_2.png	0.2817
Turn_0	FUN_INTER_CHK0_PLC0_034_054_ea5be3_negative_0.png	0.2499
Turn_0	OFF_INTRA_STN1_STN2_036_035_b9e483_negative_1.png	0.2666
Turn_0	FOO_INTER_PAS0_CAN0_199_092_5c9f30_positive_0.png	0.2659
Turn_0	OTR_INTRA_BOL1_BOL2_050_075_a8c6da_positive_2.png	0.3031
Turn_0	FOO_INTRA_BEA1_BEA2_231_230_5f4fd4_negative_1.png	0.2465
Turn_0	FUN_INTER_PUZ0_CHK0_062_043_17dd4d_positive_1.png	0.2216
Turn_0	OTR_INTER_SCR0_NAI0_025_140_83119a_positive_1.png	0.2716
Turn_0	FUN_INTRA_DIC1_DIC2_038_040_2e64e8_positive_2.png	0.3019
Turn_0	HOU_INTER_BOT0_COI0_037_015_969920_negative_0.png	0.2210
Turn_0	FUN_INTER_PUZ0_PKC0_143_064_48a65e_positive_2.png	0.2386
Turn_0	OFF_INTER_PPC0_PEN0_052_019_9a5861_positive_0.png	0.2305
Turn_0	OTR_INTRA_BOL1_BOL2_050_075_a8c6da_negative_1.png	0.2547
Turn_0	FOO_INTRA_TOM1_TOM2_012_039_376227_positive_0.png	0.3296
Turn_0	FUN_INTRA_CHS1_CHS2_055_040_030568_negative_1.png	0.3008
Turn_0	HOU_INTER_PIL0_TPK0_283_285_0f334b_positive_0.png	0.2479
Turn_0	HOU_INTRA_PIL1_PIL2_071_055_7816dd_positive_0.png	0.2501
Turn_0	FOO_INTER_TOM0_CHI0_039_046_c1dd38_negative_1.png	0.2461
Turn_0	FUN_INTER_PUZ0_CHS0_030_036_8ef12a_negative_1.png	0.2312
Turn_0	OTR_INTER_WAS0_NUT0_056_033_68a9c4_positive_1.png	0.2400
Turn_0	FUN_INTER_PUZ0_CHK0_031_023_340591_negative_2.png	0.2406
Turn_0	OTR_INTER_SCR0_NAI0_019_084_8bf0e9_negative_2.png	0.2800
Turn_0	OFF_INTRA_HST1_HST2_095_140_fe5483_positive_1.png	0.2503
Turn_0	OTR_INTER_IKE0_PEG0_025_035_39f81c_negative_1.png	0.2666
Turn_0	OFF_INTRA_RUB1_RUB2_205_181_279a25_negative_0.png	0.2617
Turn_0	FOO_INTER_CFC0_BEA1_121_252_46c385_negative_2.png	0.2192
Turn_0	OTR_INTRA_WAS1_WAS2_095_090_21e4e6_negative_1.png	0.2452
Turn_0	HOU_INTER_PIL0_TPK0_237_229_e6e0b6_negative_0.png	0.2203
Turn_0	OFF_INTRA_PEN1_PEN2_025_025_557f20_negative_2.png	0.3098
Turn_0	FOO_INTRA_BEA1_BEA2_231_230_5f4fd4_positive_1.png	0.2278
Turn_0	OTR_INTRA_IKE1_IKE2_070_085_e8751d_negative_0.png	0.2374
Turn_0	HOU_INTER_PIL0_MNY0_134_020_7a873c_positive_0.png	0.2454
Turn_0	OFF_INTER_PEN0_PNC0_031_010_7d9ed5_positive_1.png	0.2949
Turn_0	HOU_INTER_BBT0_HCP0_039_033_932488_negative_0.png	0.2100
Turn_0	FOO_INTRA_CFC1_CFC2_048_046_309766_negative_2.png	0.2570
Turn_0	FOO_INTER_SED2_CFC1_284_094_2912ea_positive_0.png	0.2442
Turn_0	OFF_INTRA_CRS1_CRS2_013_018_9a16d4_positive_1.png	0.2616
Turn_0	OTR_INTER_BUT0_WAS0_053_114_ac5059_negative_1.png	0.2475
Turn_0	OTR_INTER_BOL0_PEG0_028_026_4732f8_positive_2.png	0.2701
Turn_0	FOO_INTRA_LIM1_LIM2_020_049_9a6173_positive_0.png	0.2877
Turn_0	FOO_INTER_CFC0_BEA1_095_203_8ab47a_positive_2.png	0.2307
Turn_0	FUN_INTRA_MAR1_MAR2_027_035_31e942_negative_0.png	0.2397
Turn_0	FOO_INTRA_CHI1_CHI2_094_047_93a875_positive_2.png	0.2952
Turn_0	FUN_INTER_CHK0_PLC0_057_085_1a19ff_negative_1.png	0.2128
Turn_0	FUN_INTER_CHS0_PKC0_068_119_ab5fc3_positive_0.png	0.2578
Turn_0	FOO_INTER_LIM0_CHI0_078_083_8c8c96_positive_0.png	0.2858
Turn_0	FUN_INTRA_PUZ1_PUZ2_031_061_4c3ef0_positive_0.png	0.2781
Turn_0	HOU_INTRA_PIL1_PIL2_102_080_ecb2d4_positive_2.png	0.2619
Turn_0	FUN_INTRA_CHS1_CHS2_080_080_f2a428_negative_1.png	0.2415
Turn_0	HOU_INTER_BOT0_COI0_078_039_445b90_positive_2.png	0.2206
Turn_0	FOO_INTER_TOM0_CHI0_039_046_c1dd38_positive_0.png	0.2803
Turn_0	HOU_INTRA_TPK1_TPK2_088_075_3302ce_negative_0.png	0.2538
Turn_0	FUN_INTER_PUZ0_CHK0_031_023_340591_negative_1.png	0.2388
Turn_0	OTR_INTER_BOL0_PEG0_013_010_8031c8_positive_1.png	0.2468
Turn_0	OTR_INTRA_WAS1_WAS2_090_085_9682d0_negative_1.png	0.2471
Turn_0	OFF_INTER_LPP0_WWO0_049_033_c03226_positive_2.png	0.2571
Turn_0	FUN_INTER_PUZ0_CHS0_045_050_fecb0e_negative_2.png	0.2663
Turn_0	OFF_INTRA_CRS1_CRS2_035_037_d776aa_positive_0.png	0.2646
Turn_0	FOO_INTER_CAN0_PNT1_079_152_6abb20_negative_1.png	0.2551
Turn_0	OTR_INTRA_BOL1_BOL2_035_060_599789_positive_1.png	0.2712
Turn_0	FOO_INTER_GAR0_PNT1_088_114_c3d9cb_positive_2.png	0.2911
Turn_0	OFF_INTER_RUB0_PPC0_269_169_886f23_positive_0.png	0.2707
Turn_0	FOO_INTER_BEA2_PEP1_101_089_b3e939_positive_1.png	0.2439
Turn_0	FUN_INTRA_DIC1_DIC2_022_020_ad33f0_positive_1.png	0.2276
Turn_0	OFF_INTRA_CRS1_CRS2_055_058_bb1486_positive_0.png	0.2671
Turn_0	OFF_INTRA_CRS1_CRS2_025_027_61c200_positive_1.png	0.2615
Turn_0	FOO_INTER_GAR0_PNT1_068_092_468a55_positive_1.png	0.2666
Turn_0	OFF_INTRA_PEN1_PEN2_025_025_d6e6a9_negative_2.png	0.2647
Turn_0	OFF_INTRA_PPN1_PPN2_061_080_e5b6db_negative_0.png	0.2419
Turn_0	OFF_INTRA_PEN1_PEN2_015_013_17c972_positive_0.png	0.2647
Turn_0	OTR_INTER_WAS0_NUT0_027_018_e33c05_negative_2.png	0.2445
Turn_0	FOO_INTER_PAS0_CAN0_230_119_f54520_negative_0.png	0.2449
Turn_0	FUN_INTER_CHS0_CHK0_048_028_69434b_negative_2.png	0.2439
Turn_0	HOU_INTER_ULT0_TPK0_028_029_76b6db_positive_1.png	0.3106
Turn_0	OFF_INTRA_PPN1_PPN2_022_037_b9a62e_positive_1.png	0.2331
Turn_0	OFF_INTRA_CRS1_CRS2_055_058_304dc7_positive_1.png	0.2454
Turn_0	FUN_INTER_CHS0_PKC0_086_136_154a5e_negative_1.png	0.2335
Turn_0	OFF_INTRA_STN1_STN2_043_041_a41476_positive_2.png	0.2884
Turn_0	OTR_INTER_IKE0_BOL0_057_038_74b5da_positive_0.png	0.2314
Turn_0	FUN_INTRA_CHK1_CHK2_040_050_9c21cb_positive_1.png	0.2336
Turn_0	OFF_INTER_LPP0_WWO0_015_013_ea9fc2_negative_1.png	0.2201
Turn_0	OFF_INTRA_CRS1_CRS2_013_018_52a59c_negative_1.png	0.3210
Turn_0	FUN_INTER_MAH0_PKC0_065_090_34eeb0_positive_2.png	0.2306
Turn_0	FOO_INTRA_CHI1_CHI2_094_047_6572ea_negative_0.png	0.2114
Turn_0	FUN_INTER_DIC0_PLC0_071_114_0bdc2b_positive_1.png	0.2113
Turn_0	OFF_INTER_LPP0_WWO0_038_026_51461d_negative_0.png	0.2171
Turn_0	HOU_INTER_BBT0_HCP0_026_025_d14446_negative_1.png	0.2396
Turn_0	OFF_INTRA_PPN1_PPN2_037_052_dd57e7_negative_2.png	0.2411
Turn_0	HOU_INTER_BBT0_HCP0_039_033_932488_negative_2.png	0.2092
Turn_0	FUN_INTER_CHS0_PKC0_052_096_afd97c_positive_0.png	0.2270
Turn_0	OFF_INTER_PEN0_PNC0_052_019_50c0d7_positive_2.png	0.3100
Turn_0	HOU_INTER_BAT0_CTB0_072_181_325215_negative_1.png	0.2860
Turn_0	OFF_INTER_CRS0_RUB0_188_088_7b027d_positive_2.png	0.2630
Turn_0	HOU_INTER_CTB2_TPK1_105_120_aa56ff_negative_2.png	0.2713
Turn_0	OTR_INTER_SCR0_NAI0_041_227_7a3a23_negative_0.png	0.2752
Turn_0	OTR_INTER_SCR0_NAI0_033_171_00d80f_negative_0.png	0.2791
Turn_0	HOU_INTER_ULT0_CTB0_103_139_459b81_negative_2.png	0.2368
Turn_0	FUN_INTER_MAH0_PKC0_046_061_5183b3_negative_2.png	0.2523
Turn_0	FOO_INTRA_SED1_SED2_214_190_52a5b7_positive_0.png	0.2486
Turn_0	OFF_INTER_STN0_CRS0_053_028_051504_positive_0.png	0.2510
Turn_0	OTR_INTRA_IKE1_IKE2_095_105_7c04b0_negative_0.png	0.2409
Turn_0	OFF_INTER_LPP0_WWO0_027_018_a5261f_positive_1.png	0.1904
Turn_0	OFF_INTER_CRS0_RUB0_188_088_92d197_positive_0.png	0.2540
Turn_0	HOU_INTRA_BOT1_BOT2_060_035_165084_positive_2.png	0.2738
Turn_0	OFF_INTER_PPC0_RHS0_100_150_b2edc9_negative_0.png	0.2207
Turn_0	OFF_INTER_LPP0_WWO0_049_033_77f356_positive_2.png	0.2416
Turn_0	FOO_INTRA_SED1_SED2_336_320_dd8341_positive_1.png	0.1998
Turn_0	HOU_INTER_ULT0_TPK0_068_068_ad2b75_negative_0.png	0.2246
Turn_0	OTR_INTRA_NUT1_NUT2_050_075_d116e1_positive_2.png	0.2414
Turn_0	FOO_INTRA_CFC1_CFC2_027_033_c86ba7_negative_0.png	0.2671
Turn_0	FUN_INTER_PUZ0_CHK0_092_065_65853b_positive_0.png	0.2391
Turn_0	OTR_INTER_IKE0_PEG0_016_023_87345c_positive_0.png	0.2349
Turn_0	OTR_INTRA_PEG1_PEG2_140_130_107979_positive_1.png	0.2730
Turn_0	OFF_INTRA_CRS1_CRS2_055_058_bb1486_positive_2.png	0.2502
Turn_0	OFF_INTRA_PPC1_PPC2_314_302_ae7659_positive_1.png	0.1996
Turn_0	OFF_INTER_STN0_CRS0_031_020_0b8b0c_negative_1.png	0.2381
Turn_0	OTR_INTRA_IKE1_IKE2_110_115_650961_positive_0.png	0.2498
Turn_0	OTR_INTRA_PEG1_PEG2_155_145_bed3a1_negative_1.png	0.2767
Turn_0	FUN_INTER_MAH0_PKC0_034_040_35ca13_positive_0.png	0.2514
Turn_0	OFF_INTRA_PPN1_PPN2_037_052_dd57e7_negative_1.png	0.2359
Turn_0	FUN_INTER_CHS0_PKC0_052_096_fa1aea_negative_2.png	0.2105
Turn_0	FOO_INTER_CFC0_BEA1_121_252_46c385_negative_0.png	0.2193
Turn_0	OTR_INTER_IKE0_BOL0_064_048_948af1_positive_0.png	0.2438
Turn_0	FOO_INTER_SED2_CFC1_181_066_6e1cac_negative_2.png	0.2409
Turn_0	FUN_INTER_CHS0_CHK0_090_067_38c6fe_positive_0.png	0.2233
Turn_0	FUN_INTER_DIC0_PLC0_043_054_f8332a_positive_0.png	0.2262
Turn_0	OTR_INTER_IKE0_PEG0_044_049_835f9f_negative_2.png	0.2686
Turn_0	OTR_INTER_BOL0_NUT0_019_011_27307a_positive_0.png	0.2747
Turn_0	OFF_INTER_CRS0_RUB0_269_169_f9d135_negative_1.png	0.2653
Turn_0	FUN_INTER_DIC0_PLC0_030_029_c69457_positive_1.png	0.2261
Turn_0	OTR_INTRA_WAS1_WAS2_090_085_9682d0_positive_0.png	0.2414
Turn_0	OTR_INTRA_IKE1_IKE2_120_120_42a42c_negative_0.png	0.2283
Turn_0	OFF_INTRA_PPN1_PPN2_075_094_78c450_positive_2.png	0.2150
Turn_0	OTR_INTRA_BOL1_BOL2_030_055_2d0cc9_negative_1.png	0.2351
Turn_0	FUN_INTER_CHS0_PKC0_068_119_45c158_negative_0.png	0.2706
Turn_0	FUN_INTRA_PUZ1_PUZ2_031_061_4c3ef0_negative_1.png	0.2525
Turn_0	OTR_INTER_NUT0_PEG0_015_016_2984c2_positive_1.png	0.2252
Turn_0	FUN_INTER_PUZ0_CHS0_045_050_fecb0e_positive_1.png	0.2117
Turn_0	OTR_INTRA_WAS1_WAS2_080_080_854d26_positive_0.png	0.2228
Turn_0	FOO_INTER_LIM0_CHI0_078_083_90a86e_positive_1.png	0.2829
Turn_0	OFF_INTER_LPP0_WWO0_027_018_a5261f_negative_2.png	0.2185
Turn_0	HOU_INTRA_BBT1_BBT2_017_017_58b7ff_negative_1.png	0.2455
Turn_0	OTR_INTRA_SCR1_SCR2_032_033_5590f8_positive_0.png	0.3029
Turn_0	FOO_INTRA_CFC1_CFC2_094_096_6da5f8_positive_2.png	0.2240
Turn_0	FOO_INTRA_TOM1_TOM2_012_039_376227_negative_1.png	0.2578
Turn_0	FUN_INTRA_MAH1_MAH2_014_013_089f87_positive_0.png	0.2510
Turn_0	HOU_INTER_ULT0_CTB0_058_070_774b7a_negative_1.png	0.2368
Turn_0	FUN_INTER_PUZ0_CHS0_059_066_6c1ebd_negative_2.png	0.2591
Turn_0	OTR_INTER_WAS0_NUT0_074_042_af4f78_positive_0.png	0.2451
Turn_0	OTR_INTRA_PEG1_PEG2_165_160_bf14fb_negative_1.png	0.2443
Turn_0	FUN_INTER_PUZ0_CHK0_062_043_17dd4d_negative_1.png	0.2444
Turn_0	FOO_INTRA_BEA1_BEA2_324_328_92755e_negative_1.png	0.2566
Turn_0	FOO_INTRA_CFC1_CFC2_058_063_1a3733_negative_0.png	0.2382
Turn_0	OTR_INTRA_NUT1_NUT2_035_060_afcd13_positive_2.png	0.2936
Turn_0	FOO_INTER_CFC0_BEA1_068_173_a61a4b_positive_1.png	0.2093
Turn_0	FOO_INTER_ONI0_GAR0_080_081_468258_negative_0.png	0.2393
Turn_0	OFF_INTRA_RHS1_RHS2_120_112_6681fb_positive_0.png	0.2139
Turn_0	OTR_INTER_IKE0_BOL0_034_021_7b1e8c_negative_2.png	0.2549
Turn_0	HOU_INTRA_BBT1_BBT2_024_025_60f5b3_positive_0.png	0.2444
Turn_0	OFF_INTRA_PPC1_PPC2_437_563_b535d4_positive_0.png	0.2733
Turn_0	OTR_INTER_NUT0_PEG0_042_040_23cc09_negative_0.png	0.2573
Turn_0	FOO_INTER_ONI0_GAR0_080_081_468258_negative_1.png	0.2337
Turn_0	FOO_INTER_LIM0_CHI0_067_071_3ab782_positive_0.png	0.2884
Turn_0	HOU_INTRA_BBT1_BBT2_048_046_c124ce_positive_1.png	0.2592
Turn_0	FOO_INTER_PAS0_CAN0_286_144_66ec76_positive_0.png	0.2776
Turn_0	HOU_INTER_BAT0_CTB0_030_089_3ca026_positive_2.png	0.2212
Turn_0	FOO_INTRA_PEP1_PEP2_094_090_3dd465_negative_0.png	0.1958
Turn_0	HOU_INTRA_BAT1_BAT2_014_012_578d7d_positive_2.png	0.2749
Turn_0	OFF_INTER_LPP0_WWO0_049_033_c03226_positive_0.png	0.2214
Turn_0	FOO_INTER_GAR0_PNT1_088_114_88aa7e_positive_1.png	0.2477
Turn_0	HOU_INTER_BAT0_CTB0_021_056_34e9ec_positive_1.png	0.2298
Turn_0	OFF_INTRA_CRS1_CRS2_025_027_1e21a4_positive_1.png	0.2332
Turn_0	FOO_INTER_GAR0_PNT1_068_092_88320e_negative_0.png	0.2098
Turn_0	FUN_INTER_CHS0_CHK0_048_028_09f0c8_negative_0.png	0.2586
Turn_0	HOU_INTRA_PIL1_PIL2_186_149_81bb2a_negative_2.png	0.2145
Turn_0	HOU_INTRA_COI1_COI2_040_010_49f54e_negative_1.png	0.2523
Turn_0	FUN_INTER_DIC0_PLC0_043_054_f8332a_positive_2.png	0.2134
Turn_0	HOU_INTER_BAT0_CTB0_043_128_62b854_positive_0.png	0.2309
Turn_0	FOO_INTRA_BEA1_BEA2_161_188_40ff98_positive_2.png	0.2433
Turn_0	FUN_INTER_CHS0_PKC0_021_047_d2bb1d_negative_2.png	0.2083
Turn_0	FUN_INTER_CHS0_PKC0_086_136_154a5e_positive_1.png	0.2283
Turn_0	FOO_INTRA_CHI1_CHI2_094_047_93a875_negative_2.png	0.2717
Turn_0	OFF_INTER_RUB0_PPC0_305_216_837508_negative_0.png	0.2130
Turn_0	FUN_INTER_PUZ0_CHS0_045_050_22efc2_positive_0.png	0.2339
Turn_0	OFF_INTER_PEN0_PNC0_052_019_50c0d7_negative_1.png	0.2761
Turn_0	FUN_INTRA_MAH1_MAH2_034_035_39e603_positive_2.png	0.2218
Turn_0	FUN_INTER_PUZ0_PKC0_143_064_aef6ed_negative_1.png	0.2766
Turn_0	FOO_INTER_CAN0_PNT1_060_123_158005_positive_2.png	0.2220
Turn_0	FUN_INTRA_LEG1_LEG2_050_049_064f61_negative_0.png	0.2022
Turn_0	FUN_INTER_MAR0_DIC0_092_092_61e918_positive_2.png	0.1990
Turn_0	OTR_INTRA_BEA1_BEA2_155_130_a163a3_negative_0.png	0.2532
Turn_0	OTR_INTER_IKE0_BOL0_057_038_74b5da_negative_1.png	0.2552
Turn_0	OTR_INTRA_NUT1_NUT2_050_075_d116e1_negative_2.png	0.2362
Turn_0	OTR_INTRA_WAS1_WAS2_100_100_c0ab52_positive_2.png	0.2213
Turn_0	OFF_INTRA_PPN1_PPN2_048_061_a4bc9c_positive_1.png	0.2105
Turn_0	OTR_INTER_SCR0_NAI0_033_171_00d80f_positive_1.png	0.2619
Turn_0	HOU_INTER_ULT0_BBT0_082_076_1984a6_negative_2.png	0.2393
Turn_0	FOO_INTER_PAS0_CAN0_230_119_f86c74_positive_0.png	0.2504
Turn_0	OFF_INTER_RUB0_PPC0_305_216_837508_positive_1.png	0.2633
Turn_0	HOU_INTER_ULT0_TPK0_028_029_76b6db_positive_2.png	0.2953
Turn_0	FUN_INTRA_MAH1_MAH2_034_035_39e603_positive_0.png	0.2572
Turn_0	HOU_INTER_ULT0_TPK0_028_029_76b6db_negative_1.png	0.2436
Turn_0	FUN_INTER_CHS0_PKC0_021_047_d2bb1d_positive_0.png	0.2391
Turn_0	OTR_INTRA_NUT1_NUT2_030_055_f00b70_negative_0.png	0.2664
Turn_0	HOU_INTER_CTB2_TPK1_037_057_df16cd_positive_2.png	0.2512
Turn_0	FUN_INTER_PUZ0_CHK0_031_023_3586cd_positive_0.png	0.2445
Turn_0	FUN_INTRA_CHS1_CHS2_055_040_030568_positive_2.png	0.2592
Turn_0	FOO_INTER_CAN0_PNT1_079_152_6abb20_positive_2.png	0.2524
Turn_0	OFF_INTER_LPP0_WWO0_038_026_51461d_negative_2.png	0.2100
Turn_0	OFF_INTER_PEN0_PNC0_075_029_cd82c8_negative_2.png	0.2455
Turn_0	FOO_INTRA_TOM1_TOM2_005_018_600f27_negative_2.png	0.2386
Turn_0	HOU_INTER_CTB2_TPK1_136_140_a0256e_negative_1.png	0.2414
Turn_0	FUN_INTRA_PKC1_PKC2_014_022_e5b117_positive_2.png	0.2680
Turn_0	FUN_INTRA_MAH1_MAH2_034_035_39e603_negative_2.png	0.3179
Turn_0	HOU_INTRA_BAT1_BAT2_020_017_74542d_negative_0.png	0.2296
Turn_0	FUN_INTER_MAH0_PKC0_046_061_5183b3_positive_0.png	0.2549
Turn_0	FUN_INTER_MAH0_PKC0_046_061_26e7a3_positive_0.png	0.2819
Turn_0	HOU_INTRA_BBT1_BBT2_048_046_c124ce_positive_0.png	0.2524
Turn_0	HOU_INTER_PIL0_TPK0_190_191_bcc9a5_negative_1.png	0.2711
Turn_0	HOU_INTRA_PIL1_PIL2_186_149_81bb2a_negative_1.png	0.2269
Turn_0	FUN_INTER_PUZ0_PKC0_064_023_bc9854_negative_1.png	0.2490
Turn_0	HOU_INTER_ULT0_BBT0_067_058_175ff4_positive_0.png	0.2889
Turn_0	FOO_INTRA_SED1_SED2_336_320_c6eb87_positive_0.png	0.2253
Turn_0	FUN_INTER_PUZ0_CHK0_048_033_109c0c_positive_1.png	0.2551
Turn_0	OTR_INTER_IKE0_PEG0_025_035_f7533c_negative_2.png	0.2853
Turn_0	FUN_INTRA_CHS1_CHS2_070_060_391060_negative_1.png	0.2092
Turn_0	FUN_INTRA_DIC1_DIC2_022_020_ad33f0_negative_0.png	0.2214
Turn_0	OFF_INTER_PEN0_PNC0_065_024_488fe0_positive_1.png	0.3124
Turn_0	HOU_INTER_ULT0_BBT0_067_058_175ff4_negative_1.png	0.2514
Turn_0	OTR_INTER_BEA0_SCR0_148_039_026985_negative_0.png	0.2539
Turn_0	OFF_INTER_SFP0_LPP0_076_047_e4199f_negative_0.png	0.2285
Turn_0	FOO_INTRA_LIM1_LIM2_031_075_633fb0_negative_2.png	0.2580
Turn_0	OTR_INTER_IKE0_BOL0_057_038_74b5da_positive_2.png	0.2684
Turn_0	OFF_INTER_PPC0_PEN0_062_024_d2ce6d_negative_0.png	0.3089
Turn_0	FOO_INTER_BEA1_SED2_151_080_0d244e_positive_0.png	0.2622
Turn_0	FUN_INTER_MAH0_PKC0_034_040_b78aa2_positive_1.png	0.2635
Turn_0	OTR_INTRA_SCR1_SCR2_048_048_b268e5_positive_2.png	0.3056
Turn_0	FUN_INTRA_DIC1_DIC2_015_009_0400c7_negative_2.png	0.2502
Turn_0	OFF_INTER_PPN0_HST0_040_045_be645c_negative_2.png	0.2473
Turn_0	OTR_INTER_IKE0_BOL0_048_030_a5ab70_negative_1.png	0.2655
Turn_0	OTR_INTRA_NUT1_NUT2_045_070_50d436_positive_0.png	0.2480
Turn_0	OTR_INTRA_BOL1_BOL2_040_065_7403b1_negative_1.png	0.2749
Turn_0	OTR_INTER_NUT0_PEG0_026_021_49defd_negative_2.png	0.2749
Turn_0	HOU_INTER_BOT0_COI0_078_039_5273ae_positive_0.png	0.2557
Turn_0	OFF_INTER_CRS0_RUB0_305_216_dd4d33_negative_1.png	0.2844
Turn_0	FOO_INTER_SED2_CFC1_148_056_a93759_positive_0.png	0.2262
Turn_0	OTR_INTRA_SCR1_SCR2_038_042_486a60_negative_1.png	0.2562
Turn_0	OTR_INTRA_PEG1_PEG2_140_130_d078bf_positive_0.png	0.2741
Turn_0	FUN_INTER_CHK0_PLC0_023_033_31ad63_positive_1.png	0.2528
Turn_0	FOO_INTRA_PEP1_PEP2_132_115_dfc0f9_positive_1.png	0.2417
Turn_0	OFF_INTER_PEN0_PNC0_052_019_0f229d_negative_1.png	0.2666
Turn_0	FOO_INTRA_BEA1_BEA2_161_188_40ff98_negative_1.png	0.2741
Turn_0	OTR_INTER_IKE0_BOL0_034_021_7b1e8c_negative_0.png	0.2607
Turn_0	FOO_INTRA_LIM1_LIM2_031_075_2a3866_positive_1.png	0.3133
Turn_0	OTR_INTER_SCR0_NAI0_033_171_00d80f_positive_0.png	0.2882
Turn_0	OTR_INTRA_WAS1_WAS2_060_070_ddfb9d_positive_0.png	0.2664
Turn_0	OTR_INTER_WAS0_NUT0_091_049_3dafea_positive_2.png	0.2443
Turn_0	OFF_INTER_PPN0_HST0_052_062_ce486f_positive_2.png	0.2248
Turn_0	HOU_INTER_ULT0_BBT0_049_047_50009a_negative_1.png	0.2332
Turn_0	OTR_INTER_IKE0_BOL0_021_012_026f9e_positive_2.png	0.2383
Turn_0	HOU_INTRA_CTB1_CTB2_131_106_e0dbde_negative_0.png	0.2450
Turn_0	OTR_INTRA_IKE1_IKE2_120_120_7b89f1_negative_0.png	0.2735
Turn_0	FOO_INTRA_CFC1_CFC2_058_063_1a3733_negative_1.png	0.2397
Turn_0	OTR_INTER_IKE0_PEG0_031_041_a1910c_positive_0.png	0.2339
Turn_0	OFF_INTER_PPC0_PEN0_037_014_4a1065_negative_2.png	0.2706
Turn_0	OTR_INTER_BOL0_PEG0_013_010_8031c8_negative_0.png	0.2605
Turn_0	OTR_INTER_NUT0_PEG0_015_016_fcc6ae_positive_0.png	0.2310
Turn_0	OFF_INTRA_PEN1_PEN2_025_025_557f20_positive_2.png	0.3151
Turn_0	OTR_INTER_IKE0_BOL0_034_021_7b1e8c_positive_2.png	0.2645
Turn_0	HOU_INTER_BBT0_HCP0_039_033_90f73f_positive_1.png	0.2321
Turn_0	FOO_INTRA_PAS1_PAS2_082_087_6c6d6c_negative_0.png	0.2695
Turn_0	OFF_INTRA_PPN1_PPN2_075_094_6a7f4f_negative_2.png	0.2553
Turn_0	OFF_INTRA_PEN1_PEN2_015_013_17c972_negative_1.png	0.2430
Turn_0	FOO_INTER_PAS0_CAN0_167_063_23a858_positive_0.png	0.2393
Turn_0	FOO_INTRA_PNT1_PNT2_254_228_d70677_positive_2.png	0.2556
Turn_0	FOO_INTRA_LIM1_LIM2_014_036_aef599_positive_2.png	0.3198
Turn_0	OTR_INTRA_NUT1_NUT2_045_070_248e9f_negative_1.png	0.2211
Turn_0	FUN_INTRA_LEG1_LEG2_050_049_d2c34f_positive_2.png	0.2687
